URLs,is_mp3,has_pagination,is_event
https://www.cgu.edu/events/category/student/day/2024-05-10/,False,False,True
https://www.cgu.edu/events/category/academic/week/2025-03-31/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-04-29/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-04-30/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-09-02/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-11-13/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-08-29/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-04-15/,False,False,True
https://www.cgu.edu/events/category/student/week/2025-03-10/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-09-14/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2025-03-10/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-09-14/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-03-17/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-03-18/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2025-03-15/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-05-02/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-10-03/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-07-22/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-09-11/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-08-30/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-11-26/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-06-12/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2025-02-25/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-05-30/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-12-11/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-06-14/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-08-19/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-03-18/,False,False,True
https://www.cgu.edu/events/week/2025-01-14/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-12-08/,False,False,True
https://www.cgu.edu/events/week/2024-04-09/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-11-15/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-11-22/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-12-10/,False,False,True
https://www.cgu.edu/events/category/student/week/2025-01-14/,False,False,True
https://www.cgu.edu/events/week/2025-02-24/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-11-12/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-09-05/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-06-02/,False,False,True
https://www.cgu.edu/events/category/student/week/2025-02-11/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2025-02-23/,False,False,True
https://www.cgu.edu/events/category/academic/day/2025-04-03/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-03-04/,False,False,True
https://www.cgu.edu/events/week/2024-07-05/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-07-12/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2025-04-03/,False,False,True
https://www.cgu.edu/events/category/academic/day/2025-01-09/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2025-02-05/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-08-19/,False,False,True
https://www.cgu.edu/events/category/arts/day/2025-01-24/,False,False,True
https://www.cgu.edu/events/2024-07-20/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-03-16/,False,False,True
https://www.cgu.edu/events/tag/sldl/today/,False,False,True
https://www.cgu.edu/events/week/2024-04-05/,False,False,True
https://www.cgu.edu/events/2024-09-12/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-04-23/,False,False,True
https://www.cgu.edu/events/category/academic/week/2025-03-16/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-03-11/,False,False,True
https://www.cgu.edu/events/week/2024-09-24/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-10-09/,False,False,True
https://www.cgu.edu/events/2025-03-28/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-07-03/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2025-04-26/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-10-24/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-12-22/,False,False,True
https://www.cgu.edu/events/category/academic/week/2025-03-29/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-04-10/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-03-13/,False,False,True
https://www.cgu.edu/events/2025-01-03/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-11-21/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-08-05/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-12-04/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2025-01-01/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2025-03-25/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2025-04-16/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-04-28/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-07-01/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2025-02-11/,False,False,True
https://www.cgu.edu/events/category/academic/day/2025-03-28/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2025-02-15/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-05-14/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-06-14/,False,False,True
https://www.cgu.edu/events/week/2025-04-18/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-04-22/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-03-13/,False,False,True
https://www.cgu.edu/events/week/2024-12-04/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-04-22/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-09-23/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-04-22/,False,False,True
https://www.cgu.edu/events/category/arts/2024-04/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-08-03/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-10-05/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-05-26/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2025-02-24/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2025-03-09/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-04-30/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-09-03/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-12-05/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-12-16/,False,False,True
https://www.cgu.edu/events/category/arts/day/2025-02-03/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-08-18/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-06-12/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2025-03-26/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-06-25/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-10-06/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-10-30/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-05-22/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-03-14/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2025-02-19/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-09-23/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-06-22/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-10-12/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-09-27/,False,False,True
https://www.cgu.edu/events/category/arts/day/2025-03-23/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-05-20/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-11-22/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-12-17/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-03-02/,False,False,True
https://www.cgu.edu/events/2024-10-31/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2025-02-22/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-06-30/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-07-26/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-04-15/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-03-22/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-11-29/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-07-18/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-12-27/,False,False,True
https://www.cgu.edu/events/category/arts/day/2025-01-20/,False,False,True
https://www.cgu.edu/events/category/academic/day/2025-02-26/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-08-03/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-11-27/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-08-01/,False,False,True
https://www.cgu.edu/events/week/2024-05-10/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-10-09/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-07-13/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-07-25/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-08-24/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-03-31/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-06-29/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-09-21/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-07-09/,False,False,True
https://www.cgu.edu/events/category/arts/day/2025-04-23/,False,False,True
https://www.cgu.edu/events/category/student/week/2025-04-06/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2025-02-16/,False,False,True
https://www.cgu.edu/events/category/student/day/2025-04-11/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2025-02-23/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2025-04-16/,False,False,True
https://www.cgu.edu/events/week/2025-01-12/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2025-03-22/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2025-04-07/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2024-08-28/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-07-29/,False,False,True
https://www.cgu.edu/events/week/2025-01-03/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-10-17/,False,False,True
https://www.cgu.edu/events/2025-02-17/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-06-30/,False,False,True
https://www.cgu.edu/events/category/academic/2024-06/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-06-23/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-04-14/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-04-23/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-10-02/,False,False,True
https://www.cgu.edu/events/2024-11-30/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-03-27/,False,False,True
https://www.cgu.edu/events/category/arts/day/2025-04-09/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2025-04-10/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-03-13/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-03-19/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-05-21/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-09-29/,False,False,True
